SiteID,Date _SlugAddition,Dectime_hour,BCSC_uS_cm,,
STR1,8/5/2024,15.6261,2,,
STR1,8/5/2024,15.6264,2,,
STR1,8/5/2024,15.6267,2,,
STR1,8/5/2024,15.6269,2,,
STR1,8/5/2024,15.6272,2,,
STR1,8/5/2024,15.6275,2,,
STR1,8/5/2024,15.6278,2,,
STR1,8/5/2024,15.6281,2,,
STR1,8/5/2024,15.6283,2,,
STR1,8/5/2024,15.6286,2,,
STR1,8/5/2024,15.6289,2,,
STR1,8/5/2024,15.6292,2,,
STR1,8/5/2024,15.6294,2,,
STR1,8/5/2024,15.6297,2,,
STR1,8/5/2024,15.6300,2,,
STR1,8/5/2024,15.6303,2,,
STR1,8/5/2024,15.6306,2,,
STR1,8/5/2024,15.6308,2,,
STR1,8/5/2024,15.6311,2,,
STR1,8/5/2024,15.6314,2,,
STR1,8/5/2024,15.6317,2,,
STR1,8/5/2024,15.6319,2,,
STR1,8/5/2024,15.6322,2,,
STR1,8/5/2024,15.6325,2,,
STR1,8/5/2024,15.6328,2,,
STR1,8/5/2024,15.6331,2,,
STR1,8/5/2024,15.6333,2,,
STR1,8/5/2024,15.6336,2,,
STR1,8/5/2024,15.6339,2,,
STR1,8/5/2024,15.6342,2,,
STR1,8/5/2024,15.6344,2,,
STR1,8/5/2024,15.6347,2,,
STR1,8/5/2024,15.6350,2,,
STR1,8/5/2024,15.6353,2,,
STR1,8/5/2024,15.6356,2,,
STR1,8/5/2024,15.6358,2,,
STR1,8/5/2024,15.6361,2,,
STR1,8/5/2024,15.6364,2,,
STR1,8/5/2024,15.6367,2,,
STR1,8/5/2024,15.6369,2,,
STR1,8/5/2024,15.6372,2,,
STR1,8/5/2024,15.6375,2,,
STR1,8/5/2024,15.6378,2,,
STR1,8/5/2024,15.6381,2,,
STR1,8/5/2024,15.6383,2,,
STR1,8/5/2024,15.6386,2,,
STR1,8/5/2024,15.6389,2,,
STR1,8/5/2024,15.6392,2,,
STR1,8/5/2024,15.6394,2,,
STR1,8/5/2024,15.6397,2,,
STR1,8/5/2024,15.6400,2,,
STR1,8/5/2024,15.6403,2,,
STR1,8/5/2024,15.6406,2,,
STR1,8/5/2024,15.6408,2,,
STR1,8/5/2024,15.6411,2,,
STR1,8/5/2024,15.6414,2,,
STR1,8/5/2024,15.6417,2,,
STR1,8/5/2024,15.6419,2,,
STR1,8/5/2024,15.6422,2,,
STR1,8/5/2024,15.6425,2,,
STR1,8/5/2024,15.6428,2,,
STR1,8/5/2024,15.6431,2,,
STR1,8/5/2024,15.6433,1,,
STR1,8/5/2024,15.6436,1,,
STR1,8/5/2024,15.6439,1,,
STR1,8/5/2024,15.6442,1,,
STR1,8/5/2024,15.6444,1,,
STR1,8/5/2024,15.6447,1,,
STR1,8/5/2024,15.6450,1,,
STR1,8/5/2024,15.6453,1,,
STR1,8/5/2024,15.6456,1,,
STR1,8/5/2024,15.6458,1,,
STR1,8/5/2024,15.6461,1,,
STR1,8/5/2024,15.6464,1,,
STR1,8/5/2024,15.6467,1,,
STR1,8/5/2024,15.6469,1,,
STR1,8/5/2024,15.6472,1,,
STR1,8/5/2024,15.6475,1,,
STR1,8/5/2024,15.6478,1,,
STR1,8/5/2024,15.6481,1,,
STR1,8/5/2024,15.6483,1,,
STR1,8/5/2024,15.6486,1,,
STR1,8/5/2024,15.6489,1,,
STR1,8/5/2024,15.6492,1,,
STR1,8/5/2024,15.6494,1,,
STR1,8/5/2024,15.6497,1,,
STR1,8/5/2024,15.6500,1,,
STR1,8/5/2024,15.6503,1,,
STR1,8/5/2024,15.6506,1,,
STR1,8/5/2024,15.6508,1,,
STR1,8/5/2024,15.6511,1,,
STR1,8/5/2024,15.6514,1,,
STR1,8/5/2024,15.6517,1,,
STR1,8/5/2024,15.6519,1,,
STR1,8/5/2024,15.6522,1,,
STR1,8/5/2024,15.6525,1,,
STR1,8/5/2024,15.6528,1,,
STR1,8/5/2024,15.6531,1,,
STR1,8/5/2024,15.6533,1,,
STR1,8/5/2024,15.6536,1,,
STR1,8/5/2024,15.6539,1,,
STR1,8/5/2024,15.6542,1,,
STR1,8/5/2024,15.6544,1,,
STR1,8/5/2024,15.6547,1,,
STR1,8/5/2024,15.6550,1,,
STR1,8/5/2024,15.6553,1,,
STR1,8/5/2024,15.6556,1,,
STR1,8/5/2024,15.6558,1,,
STR1,8/5/2024,15.6561,1,,
STR1,8/5/2024,15.6564,1,,
STR1,8/5/2024,15.6567,1,,
STR1,8/5/2024,15.6569,1,,
STR1,8/5/2024,15.6572,1,,
STR1,8/5/2024,15.6575,1,,
STR1,8/5/2024,15.6578,1,,
STR1,8/5/2024,15.6581,1,,
STR1,8/5/2024,15.6583,1,,
STR1,8/5/2024,15.6586,1,,
STR1,8/5/2024,15.6589,1,,
STR1,8/5/2024,15.6592,1,,
STR1,8/5/2024,15.6594,1,,
STR1,8/5/2024,15.6597,1,,
STR3,8/5/2024,14.2833,0,,
STR3,8/5/2024,14.2836,0,,
STR3,8/5/2024,14.2839,0,,
STR3,8/5/2024,14.2842,0,,
STR3,8/5/2024,14.2844,0,,
STR3,8/5/2024,14.2847,0,,
STR3,8/5/2024,14.2850,0,,
STR3,8/5/2024,14.2853,0,,
STR3,8/5/2024,14.2856,0,,
STR3,8/5/2024,14.2858,0,,
STR3,8/5/2024,14.2861,0,,
STR3,8/5/2024,14.2864,0,,
STR3,8/5/2024,14.2867,0,,
STR3,8/5/2024,14.2869,0,,
STR3,8/5/2024,14.2872,0,,
STR3,8/5/2024,14.2875,0,,
STR3,8/5/2024,14.2878,0,,
STR3,8/5/2024,14.2881,0,,
STR3,8/5/2024,14.2883,0,,
STR3,8/5/2024,14.2886,0,,
STR3,8/5/2024,14.2889,0,,
STR3,8/5/2024,14.2892,1,,
STR3,8/5/2024,14.2894,1,,
STR3,8/5/2024,14.2897,1,,
STR3,8/5/2024,14.2900,2,,
STR3,8/5/2024,14.2903,2,,
STR3,8/5/2024,14.2906,3,,
STR3,8/5/2024,14.2908,4,,
STR3,8/5/2024,14.2911,7,,
STR3,8/5/2024,14.2914,10,,
STR3,8/5/2024,14.2917,13,,
STR3,8/5/2024,14.2919,16,,
STR3,8/5/2024,14.2922,20,,
STR3,8/5/2024,14.2925,22,,
STR3,8/5/2024,14.2928,25,,
STR3,8/5/2024,14.2931,30,,
STR3,8/5/2024,14.2933,35,,
STR3,8/5/2024,14.2936,39,,
STR3,8/5/2024,14.2939,47,,
STR3,8/5/2024,14.2942,56,,
STR3,8/5/2024,14.2944,66,,
STR3,8/5/2024,14.2947,76,,
STR3,8/5/2024,14.2950,91,,
STR3,8/5/2024,14.2953,101,,
STR3,8/5/2024,14.2956,113,,
STR3,8/5/2024,14.2958,122,,
STR3,8/5/2024,14.2961,138,,
STR3,8/5/2024,14.2964,158,,
STR3,8/5/2024,14.2967,183,,
STR3,8/5/2024,14.2969,200,,
STR3,8/5/2024,14.2972,222,,
STR3,8/5/2024,14.2975,247,,
STR3,8/5/2024,14.2978,274,,
STR3,8/5/2024,14.2981,294,,
STR3,8/5/2024,14.2983,307,,
STR3,8/5/2024,14.2986,325,,
STR3,8/5/2024,14.2989,342,,
STR3,8/5/2024,14.2992,362,,
STR3,8/5/2024,14.2994,385,,
STR3,8/5/2024,14.2997,406,,
STR3,8/5/2024,14.3000,425,,
STR3,8/5/2024,14.3003,445,,
STR3,8/5/2024,14.3006,470,,
STR3,8/5/2024,14.3008,487,,
STR3,8/5/2024,14.3011,507,,
STR3,8/5/2024,14.3014,524,,
STR3,8/5/2024,14.3017,537,,
STR3,8/5/2024,14.3019,549,,
STR3,8/5/2024,14.3022,560,,
STR3,8/5/2024,14.3025,575,,
STR3,8/5/2024,14.3028,588,,
STR3,8/5/2024,14.3031,602,,
STR3,8/5/2024,14.3033,616,,
STR3,8/5/2024,14.3036,628,,
STR3,8/5/2024,14.3039,639,,
STR3,8/5/2024,14.3042,650,,
STR3,8/5/2024,14.3044,661,,
STR3,8/5/2024,14.3047,667,,
STR3,8/5/2024,14.3050,674,,
STR3,8/5/2024,14.3053,680,,
STR3,8/5/2024,14.3056,683,,
STR3,8/5/2024,14.3058,686,,
STR3,8/5/2024,14.3061,686,,
STR3,8/5/2024,14.3064,700,,
STR3,8/5/2024,14.3067,698,,
STR3,8/5/2024,14.3069,695,,
STR3,8/5/2024,14.3072,692,,
STR3,8/5/2024,14.3075,690,,
STR3,8/5/2024,14.3078,688,,
STR3,8/5/2024,14.3081,687,,
STR3,8/5/2024,14.3083,683,,
STR3,8/5/2024,14.3086,680,,
STR3,8/5/2024,14.3089,678,,
STR3,8/5/2024,14.3092,674,,
STR3,8/5/2024,14.3094,670,,
STR3,8/5/2024,14.3097,666,,
STR3,8/5/2024,14.3100,663,,
STR3,8/5/2024,14.3103,658,,
STR3,8/5/2024,14.3106,654,,
STR3,8/5/2024,14.3108,649,,
STR3,8/5/2024,14.3111,645,,
STR3,8/5/2024,14.3114,640,,
STR3,8/5/2024,14.3117,635,,
STR3,8/5/2024,14.3119,629,,
STR3,8/5/2024,14.3122,605,,
STR3,8/5/2024,14.3125,601,,
STR3,8/5/2024,14.3128,593,,
STR3,8/5/2024,14.3131,585,,
STR3,8/5/2024,14.3133,576,,
STR3,8/5/2024,14.3136,567,,
STR3,8/5/2024,14.3139,561,,
STR3,8/5/2024,14.3142,553,,
STR3,8/5/2024,14.3144,543,,
STR3,8/5/2024,14.3147,529,,
STR3,8/5/2024,14.3150,517,,
STR3,8/5/2024,14.3153,512,,
STR3,8/5/2024,14.3156,508,,
STR3,8/5/2024,14.3158,503,,
STR3,8/5/2024,14.3161,493,,
STR3,8/5/2024,14.3164,479,,
STR3,8/5/2024,14.3167,466,,
STR3,8/5/2024,14.3169,458,,
STR3,8/5/2024,14.3172,451,,
STR3,8/5/2024,14.3175,446,,
STR3,8/5/2024,14.3178,441,,
STR3,8/5/2024,14.3181,432,,
STR3,8/5/2024,14.3183,425,,
STR3,8/5/2024,14.3186,419,,
STR3,8/5/2024,14.3189,415,,
STR3,8/5/2024,14.3192,409,,
STR3,8/5/2024,14.3194,402,,
STR3,8/5/2024,14.3197,394,,
STR3,8/5/2024,14.3200,383,,
STR3,8/5/2024,14.3203,378,,
STR3,8/5/2024,14.3206,372,,
STR3,8/5/2024,14.3208,367,,
STR3,8/5/2024,14.3211,362,,
STR3,8/5/2024,14.3214,356,,
STR3,8/5/2024,14.3217,342,,
STR3,8/5/2024,14.3219,333,,
STR3,8/5/2024,14.3222,326,,
STR3,8/5/2024,14.3225,320,,
STR3,8/5/2024,14.3228,315,,
STR3,8/5/2024,14.3231,310,,
STR3,8/5/2024,14.3233,304,,
STR3,8/5/2024,14.3236,295,,
STR3,8/5/2024,14.3239,288,,
STR3,8/5/2024,14.3242,281,,
STR3,8/5/2024,14.3244,275,,
STR3,8/5/2024,14.3247,269,,
STR3,8/5/2024,14.3250,263,,
STR3,8/5/2024,14.3253,258,,
STR3,8/5/2024,14.3256,253,,
STR3,8/5/2024,14.3258,250,,
STR3,8/5/2024,14.3261,245,,
STR3,8/5/2024,14.3264,240,,
STR3,8/5/2024,14.3267,234,,
STR3,8/5/2024,14.3269,229,,
STR3,8/5/2024,14.3272,222,,
STR3,8/5/2024,14.3275,216,,
STR3,8/5/2024,14.3278,214,,
STR3,8/5/2024,14.3281,211,,
STR3,8/5/2024,14.3283,207,,
STR3,8/5/2024,14.3286,202,,
STR3,8/5/2024,14.3289,197,,
STR3,8/5/2024,14.3292,192,,
STR3,8/5/2024,14.3294,186,,
STR3,8/5/2024,14.3297,183,,
STR3,8/5/2024,14.3300,181,,
STR3,8/5/2024,14.3303,179,,
STR3,8/5/2024,14.3306,178,,
STR3,8/5/2024,14.3308,176,,
STR3,8/5/2024,14.3311,175,,
STR3,8/5/2024,14.3314,170,,
STR3,8/5/2024,14.3317,166,,
STR3,8/5/2024,14.3319,163,,
STR3,8/5/2024,14.3322,162,,
STR3,8/5/2024,14.3325,160,,
STR3,8/5/2024,14.3328,157,,
STR3,8/5/2024,14.3331,154,,
STR3,8/5/2024,14.3333,146,,
STR3,8/5/2024,14.3336,140,,
STR3,8/5/2024,14.3339,135,,
STR3,8/5/2024,14.3342,132,,
STR3,8/5/2024,14.3344,129,,
STR3,8/5/2024,14.3347,126,,
STR3,8/5/2024,14.3350,124,,
STR3,8/5/2024,14.3353,121,,
STR3,8/5/2024,14.3356,119,,
STR3,8/5/2024,14.3358,117,,
STR3,8/5/2024,14.3361,114,,
STR3,8/5/2024,14.3364,112,,
STR3,8/5/2024,14.3367,110,,
STR3,8/5/2024,14.3369,108,,
STR3,8/5/2024,14.3372,105,,
STR3,8/5/2024,14.3375,104,,
STR3,8/5/2024,14.3378,102,,
STR3,8/5/2024,14.3381,101,,
STR3,8/5/2024,14.3383,99,,
STR3,8/5/2024,14.3386,97,,
STR3,8/5/2024,14.3389,95,,
STR3,8/5/2024,14.3392,93,,
STR3,8/5/2024,14.3394,91,,
STR3,8/5/2024,14.3397,89,,
STR3,8/5/2024,14.3400,87,,
STR3,8/5/2024,14.3403,84,,
STR3,8/5/2024,14.3406,81,,
STR3,8/5/2024,14.3408,79,,
STR3,8/5/2024,14.3411,78,,
STR3,8/5/2024,14.3414,77,,
STR3,8/5/2024,14.3417,76,,
STR3,8/5/2024,14.3419,75,,
STR3,8/5/2024,14.3422,75,,
STR3,8/5/2024,14.3425,73,,
STR3,8/5/2024,14.3428,72,,
STR3,8/5/2024,14.3431,69,,
STR3,8/5/2024,14.3433,68,,
STR3,8/5/2024,14.3436,67,,
STR3,8/5/2024,14.3439,66,,
STR3,8/5/2024,14.3442,66,,
STR3,8/5/2024,14.3444,65,,
STR3,8/5/2024,14.3447,63,,
STR3,8/5/2024,14.3450,61,,
STR3,8/5/2024,14.3453,60,,
STR3,8/5/2024,14.3456,58,,
STR3,8/5/2024,14.3458,58,,
STR3,8/5/2024,14.3461,57,,
STR3,8/5/2024,14.3464,57,,
STR3,8/5/2024,14.3467,56,,
STR3,8/5/2024,14.3469,55,,
STR3,8/5/2024,14.3472,54,,
STR3,8/5/2024,14.3475,53,,
STR3,8/5/2024,14.3478,52,,
STR3,8/5/2024,14.3481,51,,
STR3,8/5/2024,14.3483,51,,
STR3,8/5/2024,14.3486,50,,
STR3,8/5/2024,14.3489,49,,
STR3,8/5/2024,14.3492,49,,
STR3,8/5/2024,14.3494,48,,
STR3,8/5/2024,14.3497,48,,
STR3,8/5/2024,14.3500,47,,
STR3,8/5/2024,14.3503,46,,
STR3,8/5/2024,14.3506,45,,
STR3,8/5/2024,14.3508,44,,
STR3,8/5/2024,14.3511,43,,
STR3,8/5/2024,14.3514,42,,
STR3,8/5/2024,14.3517,41,,
STR3,8/5/2024,14.3519,40,,
STR3,8/5/2024,14.3522,40,,
STR3,8/5/2024,14.3525,39,,
STR3,8/5/2024,14.3528,38,,
STR3,8/5/2024,14.3531,38,,
STR3,8/5/2024,14.3533,37,,
STR3,8/5/2024,14.3536,36,,
STR3,8/5/2024,14.3539,36,,
STR3,8/5/2024,14.3542,35,,
STR3,8/5/2024,14.3544,34,,
STR3,8/5/2024,14.3547,34,,
STR3,8/5/2024,14.3550,33,,
STR3,8/5/2024,14.3553,33,,
STR3,8/5/2024,14.3556,32,,
STR3,8/5/2024,14.3558,31,,
STR3,8/5/2024,14.3561,31,,
STR3,8/5/2024,14.3564,30,,
STR3,8/5/2024,14.3567,29,,
STR3,8/5/2024,14.3569,29,,
STR3,8/5/2024,14.3572,28,,
STR3,8/5/2024,14.3575,28,,
STR3,8/5/2024,14.3578,28,,
STR3,8/5/2024,14.3581,27,,
STR3,8/5/2024,14.3583,26,,
STR3,8/5/2024,14.3586,26,,
STR3,8/5/2024,14.3589,26,,
STR3,8/5/2024,14.3592,25,,
STR3,8/5/2024,14.3594,25,,
STR3,8/5/2024,14.3597,24,,
STR3,8/5/2024,14.3600,24,,
STR3,8/5/2024,14.3603,23,,
STR3,8/5/2024,14.3606,23,,
STR3,8/5/2024,14.3608,23,,
STR3,8/5/2024,14.3611,22,,
STR3,8/5/2024,14.3614,22,,
STR3,8/5/2024,14.3617,22,,
STR3,8/5/2024,14.3619,22,,
STR3,8/5/2024,14.3622,21,,
STR3,8/5/2024,14.3625,21,,
STR3,8/5/2024,14.3628,20,,
STR3,8/5/2024,14.3631,20,,
STR3,8/5/2024,14.3633,20,,
STR3,8/5/2024,14.3636,19,,
STR3,8/5/2024,14.3639,19,,
STR3,8/5/2024,14.3642,18,,
STR3,8/5/2024,14.3644,18,,
STR3,8/5/2024,14.3647,18,,
STR3,8/5/2024,14.3650,18,,
STR3,8/5/2024,14.3653,18,,
STR3,8/5/2024,14.3656,17,,
STR3,8/5/2024,14.3658,17,,
STR3,8/5/2024,14.3661,17,,
STR3,8/5/2024,14.3664,17,,
STR3,8/5/2024,14.3667,16,,
STR3,8/5/2024,14.3669,16,,
STR3,8/5/2024,14.3672,16,,
STR3,8/5/2024,14.3675,16,,
STR3,8/5/2024,14.3678,15,,
STR3,8/5/2024,14.3681,15,,
STR3,8/5/2024,14.3683,15,,
STR3,8/5/2024,14.3686,15,,
STR3,8/5/2024,14.3689,14,,
STR3,8/5/2024,14.3692,14,,
STR3,8/5/2024,14.3694,14,,
STR3,8/5/2024,14.3697,14,,
STR3,8/5/2024,14.3700,13,,
STR3,8/5/2024,14.3703,13,,
STR3,8/5/2024,14.3706,13,,
STR3,8/5/2024,14.3708,13,,
STR3,8/5/2024,14.3711,13,,
STR3,8/5/2024,14.3714,12,,
STR3,8/5/2024,14.3717,12,,
STR3,8/5/2024,14.3719,12,,
STR3,8/5/2024,14.3722,12,,
STR3,8/5/2024,14.3725,12,,
STR3,8/5/2024,14.3728,12,,
STR3,8/5/2024,14.3731,12,,
STR3,8/5/2024,14.3733,12,,
STR3,8/5/2024,14.3736,11,,
STR3,8/5/2024,14.3739,11,,
STR3,8/5/2024,14.3742,11,,
STR3,8/5/2024,14.3744,11,,
STR3,8/5/2024,14.3747,11,,
STR3,8/5/2024,14.3750,11,,
STR3,8/5/2024,14.3753,10,,
STR3,8/5/2024,14.3756,10,,
STR3,8/5/2024,14.3758,10,,
STR3,8/5/2024,14.3761,10,,
STR3,8/5/2024,14.3764,10,,
STR3,8/5/2024,14.3767,10,,
STR3,8/5/2024,14.3769,9,,
STR3,8/5/2024,14.3772,9,,
STR3,8/5/2024,14.3775,9,,
STR3,8/5/2024,14.3778,9,,
STR3,8/5/2024,14.3781,9,,
STR3,8/5/2024,14.3783,9,,
STR3,8/5/2024,14.3786,9,,
STR3,8/5/2024,14.3789,9,,
STR3,8/5/2024,14.3792,8,,
STR3,8/5/2024,14.3794,8,,
STR3,8/5/2024,14.3797,8,,
STR3,8/5/2024,14.3800,8,,
STR3,8/5/2024,14.3803,8,,
STR3,8/5/2024,14.3806,8,,
STR3,8/5/2024,14.3808,8,,
STR3,8/5/2024,14.3811,8,,
STR3,8/5/2024,14.3814,8,,
STR3,8/5/2024,14.3817,8,,
STR3,8/5/2024,14.3819,7,,
STR3,8/5/2024,14.3822,7,,
STR3,8/5/2024,14.3825,7,,
STR3,8/5/2024,14.3828,7,,
STR3,8/5/2024,14.3831,7,,
STR3,8/5/2024,14.3833,7,,
STR3,8/5/2024,14.3836,7,,
STR3,8/5/2024,14.3839,7,,
STR3,8/5/2024,14.3842,7,,
STR3,8/5/2024,14.3844,7,,
STR3,8/5/2024,14.3847,7,,
STR3,8/5/2024,14.3850,6,,
STR3,8/5/2024,14.3853,6,,
STR3,8/5/2024,14.3856,6,,
STR3,8/5/2024,14.3858,6,,
STR3,8/5/2024,14.3861,6,,
STR3,8/5/2024,14.3864,6,,
STR3,8/5/2024,14.3867,6,,
STR3,8/5/2024,14.3869,6,,
STR3,8/5/2024,14.3872,6,,
STR3,8/5/2024,14.3875,6,,
STR3,8/5/2024,14.3878,6,,
STR3,8/5/2024,14.3881,6,,
STR3,8/5/2024,14.3883,6,,
STR3,8/5/2024,14.3886,6,,
STR3,8/5/2024,14.3889,6,,
STR3,8/5/2024,14.3892,5,,
STR3,8/5/2024,14.3894,6,,
STR3,8/5/2024,14.3897,5,,
STR3,8/5/2024,14.3900,5,,
STR3,8/5/2024,14.3903,5,,
STR3,8/5/2024,14.3906,5,,
STR3,8/5/2024,14.3908,5,,
STR3,8/5/2024,14.3911,5,,
STR3,8/5/2024,14.3914,5,,
STR3,8/5/2024,14.3917,5,,
STR3,8/5/2024,14.3919,5,,
STR3,8/5/2024,14.3922,5,,
STR3,8/5/2024,14.3925,5,,
STR3,8/5/2024,14.3928,5,,
STR3,8/5/2024,14.3931,5,,
STR3,8/5/2024,14.3933,5,,
STR3,8/5/2024,14.3936,5,,
STR3,8/5/2024,14.3939,5,,
STR3,8/5/2024,14.3942,4,,
STR3,8/5/2024,14.3944,4,,
STR3,8/5/2024,14.3947,4,,
STR3,8/5/2024,14.3950,4,,
STR3,8/5/2024,14.3953,4,,
STR3,8/5/2024,14.3956,4,,
STR3,8/5/2024,14.3958,4,,
STR3,8/5/2024,14.3961,4,,
STR3,8/5/2024,14.3964,4,,
STR3,8/5/2024,14.3967,4,,
STR3,8/5/2024,14.3969,4,,
STR3,8/5/2024,14.3972,4,,
STR3,8/5/2024,14.3975,4,,
STR3,8/5/2024,14.3978,4,,
STR3,8/5/2024,14.3981,4,,
STR3,8/5/2024,14.3983,4,,
STR3,8/5/2024,14.3986,4,,
STR3,8/5/2024,14.3989,4,,
STR3,8/5/2024,14.3992,4,,
STR3,8/5/2024,14.3994,4,,
STR3,8/5/2024,14.3997,4,,
STR3,8/5/2024,14.4000,4,,
STR3,8/5/2024,14.4003,4,,
STR3,8/5/2024,14.4006,4,,
STR3,8/5/2024,14.4008,3,,
STR3,8/5/2024,14.4011,3,,
STR3,8/5/2024,14.4014,3,,
STR3,8/5/2024,14.4017,4,,
STR3,8/5/2024,14.4019,3,,
STR3,8/5/2024,14.4022,3,,
STR3,8/5/2024,14.4025,3,,
STR3,8/5/2024,14.4028,3,,
STR3,8/5/2024,14.4031,3,,
STR3,8/5/2024,14.4033,3,,
STR3,8/5/2024,14.4036,3,,
STR3,8/5/2024,14.4039,3,,
STR3,8/5/2024,14.4042,3,,
STR3,8/5/2024,14.4044,3,,
STR3,8/5/2024,14.4047,3,,
STR3,8/5/2024,14.4050,3,,
STR3,8/5/2024,14.4053,3,,
STR3,8/5/2024,14.4056,3,,
STR3,8/5/2024,14.4058,3,,
STR3,8/5/2024,14.4061,3,,
STR3,8/5/2024,14.4064,3,,
STR3,8/5/2024,14.4067,3,,
STR3,8/5/2024,14.4069,3,,
STR3,8/5/2024,14.4072,3,,
STR3,8/5/2024,14.4075,3,,
STR3,8/5/2024,14.4078,3,,
STR3,8/5/2024,14.4081,3,,
STR3,8/5/2024,14.4083,3,,
STR3,8/5/2024,14.4086,3,,
STR3,8/5/2024,14.4089,3,,
STR3,8/5/2024,14.4092,3,,
STR3,8/5/2024,14.4094,3,,
STR3,8/5/2024,14.4097,3,,
STR3,8/5/2024,14.4100,3,,
STR3,8/5/2024,14.4103,3,,
STR3,8/5/2024,14.4106,3,,
STR3,8/5/2024,14.4108,3,,
STR3,8/5/2024,14.4111,2,,
STR3,8/5/2024,14.4114,2,,
STR3,8/5/2024,14.4117,2,,
STR3,8/5/2024,14.4119,2,,
STR3,8/5/2024,14.4122,2,,
STR3,8/5/2024,14.4125,3,,
STR3,8/5/2024,14.4128,2,,
STR3,8/5/2024,14.4131,2,,
STR3,8/5/2024,14.4133,2,,
STR3,8/5/2024,14.4136,2,,
STR3,8/5/2024,14.4139,2,,
STR3,8/5/2024,14.4142,2,,
STR3,8/5/2024,14.4144,2,,
STR3,8/5/2024,14.4147,2,,
STR3,8/5/2024,14.4150,2,,
STR3,8/5/2024,14.4153,2,,
STR3,8/5/2024,14.4156,2,,
STR3,8/5/2024,14.4158,2,,
STR3,8/5/2024,14.4161,2,,
STR3,8/5/2024,14.4164,2,,
STR3,8/5/2024,14.4167,2,,
STR3,8/5/2024,14.4169,2,,
STR3,8/5/2024,14.4172,2,,
STR3,8/5/2024,14.4175,2,,
STR3,8/5/2024,14.4178,2,,
STR3,8/5/2024,14.4181,2,,
STR3,8/5/2024,14.4183,2,,
STR3,8/5/2024,14.4186,2,,
STR3,8/5/2024,14.4189,2,,
STR3,8/5/2024,14.4192,2,,
STR3,8/5/2024,14.4194,2,,
STR3,8/5/2024,14.4197,2,,
STR3,8/5/2024,14.4200,2,,
STR3,8/5/2024,14.4203,2,,
STR3,8/5/2024,14.4206,2,,
STR3,8/5/2024,14.4208,2,,
STR3,8/5/2024,14.4211,2,,
STR3,8/5/2024,14.4214,2,,
STR3,8/5/2024,14.4217,2,,
STR3,8/5/2024,14.4219,2,,
STR3,8/5/2024,14.4222,2,,
STR3,8/5/2024,14.4225,2,,
STR3,8/5/2024,14.4228,2,,
STR3,8/5/2024,14.4231,2,,
STR3,8/5/2024,14.4233,2,,
STR3,8/5/2024,14.4236,2,,
STR3,8/5/2024,14.4239,2,,
STR3,8/5/2024,14.4242,2,,
STR3,8/5/2024,14.4244,2,,
STR3,8/5/2024,14.4247,2,,
STR3,8/5/2024,14.4250,2,,
STR3,8/5/2024,14.4253,2,,
STR3,8/5/2024,14.4256,2,,
STR3,8/5/2024,14.4258,2,,
STR3,8/5/2024,14.4261,2,,
STR3,8/5/2024,14.4264,2,,
STR3,8/5/2024,14.4267,2,,
STR3,8/5/2024,14.4269,2,,
STR3,8/5/2024,14.4272,2,,
STR3,8/5/2024,14.4275,2,,
STR3,8/5/2024,14.4278,2,,
STR3,8/5/2024,14.4281,2,,
STR3,8/5/2024,14.4283,2,,
STR3,8/5/2024,14.4286,2,,
STR3,8/5/2024,14.4289,1,,
STR3,8/5/2024,14.4292,2,,
STR3,8/5/2024,14.4294,1,,
STR3,8/5/2024,14.4297,1,,
STR3,8/5/2024,14.4300,2,,
STR3,8/5/2024,14.4303,2,,
STR3,8/5/2024,14.4306,1,,
STR3,8/5/2024,14.4308,2,,
STR3,8/5/2024,14.4311,1,,
STR3,8/5/2024,14.4314,1,,
STR3,8/5/2024,14.4317,1,,
STR3,8/5/2024,14.4319,1,,
STR3,8/5/2024,14.4322,1,,
STR3,8/5/2024,14.4325,1,,
STR3,8/5/2024,14.4328,1,,
STR3,8/5/2024,14.4331,2,,
STR3,8/5/2024,14.4333,1,,
STR3,8/5/2024,14.4336,1,,
STR3,8/5/2024,14.4339,1,,
STR3,8/5/2024,14.4342,1,,
STR3,8/5/2024,14.4344,1,,
STR3,8/5/2024,14.4347,1,,
STR3,8/5/2024,14.4350,1,,
STR3,8/5/2024,14.4353,1,,
STR3,8/5/2024,14.4356,1,,
STR3,8/5/2024,14.4358,1,,
STR3,8/5/2024,14.4361,1,,
STR3,8/5/2024,14.4364,1,,
STR3,8/5/2024,14.4367,1,,
STR3,8/5/2024,14.4369,1,,
STR3,8/5/2024,14.4372,1,,
STR3,8/5/2024,14.4375,1,,
STR3,8/5/2024,14.4378,2,,
STR3,8/5/2024,14.4381,2,,
STR3,8/5/2024,14.4383,1,,
STR3,8/5/2024,14.4386,1,,
STR3,8/5/2024,14.4389,1,,
STR3,8/5/2024,14.4392,1,,
STR3,8/5/2024,14.4394,1,,
STR3,8/5/2024,14.4397,2,,
STR3,8/5/2024,14.4400,2,,
STR3,8/5/2024,14.4403,2,,
STR3,8/5/2024,14.4406,2,,
STR3,8/5/2024,14.4408,2,,
STR3,8/5/2024,14.4411,1,,
STR3,8/5/2024,14.4414,2,,
STR3,8/5/2024,14.4417,2,,
STR3,8/5/2024,14.4419,2,,
STR3,8/5/2024,14.4422,2,,
STR3,8/5/2024,14.4425,2,,
STR3,8/5/2024,14.4428,2,,
STR3,8/5/2024,14.4431,2,,
